SEURAT,SC3
33,20
3,5
24,8
24,4
24,8
24,4
24,8
24,8
34,26
33,20
24,8
11,23
33,20
24,8
24,4
24,8
22,18
24,4
24,8
24,4
24,8
24,8
24,8
24,8
24,8
25,13
24,4
20,16
24,8
32,27
32,27
32,27
32,27
24,8
24,4
24,8
25,13
2,31
2,31
24,8
34,26
1,17
34,15
24,8
26,6
24,8
28,14
24,8
31,2
24,8
24,8
24,4
34,26
36,4
21,22
24,4
26,6
31,2
24,8
24,8
24,8
24,8
24,8
24,8
21,22
24,8
24,8
24,8
33,20
24,8
28,14
26,6
33,20
7,10
24,8
24,8
24,8
24,8
24,4
24,8
24,4
24,4
25,13
24,8
32,27
24,4
24,8
24,8
24,8
24,4
20,16
6,10
30,8
24,8
25,13
34,26
24,8
24,8
24,4
24,8
34,15
24,8
24,4
24,4
24,4
24,8
24,4
24,8
24,8
3,5
24,8
17,7
24,8
6,10
24,8
24,8
24,8
24,8
26,6
24,8
33,20
24,8
24,4
24,8
16,24
24,8
24,8
24,8
24,8
24,8
24,4
24,8
24,8
4,23
33,20
24,8
6,10
24,8
21,22
26,6
33,20
24,8
24,4
1,17
28,14
24,8
24,8
24,4
24,8
24,8
24,8
26,6
24,8
8,23
3,8
5,23
12,23
2,31
12,11
5,23
24,8
3,5
24,8
24,8
24,4
24,4
24,8
24,8
25,13
34,15
26,6
24,8
24,8
24,8
24,8
34,15
34,15
24,8
27,21
24,4
24,8
24,8
34,15
24,8
24,8
24,4
24,4
34,26
29,25
24,8
24,8
24,4
24,8
24,4
24,8
24,8
24,8
25,13
24,1
24,8
24,4
24,8
24,8
26,6
33,8
30,29
20,8
11,23
24,8
24,1
24,4
23,9
25,8
26,6
24,8
20,16
24,4
24,4
24,8
24,8
24,8
24,1
24,8
34,15
24,8
24,8
30,29
24,8
9,23
26,6
24,8
24,8
24,8
34,26
24,4
24,8
24,8
25,13
24,4
24,3
31,2
24,4
24,4
31,2
24,8
24,8
26,6
6,11
24,4
24,8
24,8
25,13
24,8
23,9
24,8
24,8
24,8
24,8
24,8
18,22
30,29
24,4
24,8
24,8
12,11
24,8
26,6
27,21
24,8
24,8
37,17
24,8
24,8
24,8
31,2
17,7
30,29
24,4
24,8
24,4
27,21
24,8
33,20
15,18
24,8
2,31
24,8
24,4
12,11
25,8
24,8
24,4
26,6
24,8
24,8
24,4
24,4
24,8
24,8
24,8
23,9
24,8
24,8
27,21
24,8
24,4
24,8
34,15
31,2
24,4
24,8
24,8
24,8
25,13
3,5
34,26
29,25
24,8
24,8
24,8
24,8
7,10
27,21
24,8
24,8
24,4
24,8
24,8
29,25
24,8
34,26
24,4
24,4
33,23
24,8
34,26
25,13
6,10
12,11
32,27
24,4
26,6
25,13
19,17
22,17
24,8
24,8
24,8
33,20
24,8
26,6
25,13
22,18
7,10
24,4
33,20
31,2
33,20
24,3
23,9
31,2
24,8
2,31
24,8
30,29
29,25
26,6
24,8
21,22
34,15
24,8
24,8
24,8
24,4
24,4
2,31
2,31
24,8
24,4
24,4
24,4
24,8
24,8
24,4
32,27
24,8
7,10
24,8
24,8
24,4
26,6
34,26
33,20
24,8
33,27
24,8
31,2
28,14
17,7
24,8
24,8
24,8
24,8
24,4
24,8
24,8
24,8
24,4
34,15
29,25
34,26
26,6
24,8
24,8
27,21
29,25
24,8
25,13
24,4
24,4
26,6
27,21
25,13
24,8
21,22
24,8
24,8
24,8
26,6
25,13
24,8
30,29
24,8
21,22
26,6
34,26
9,19
24,8
24,8
24,8
29,35
34,15
24,8
24,8
24,8
24,8
24,8
24,8
7,10
24,8
24,8
26,6
24,8
33,27
24,4
24,8
24,8
24,4
24,8
24,8
24,8
20,16
30,29
24,4
24,8
24,8
34,15
24,4
24,8
24,8
24,8
24,4
24,4
24,4
24,8
24,15
24,8
24,8
26,6
24,4
24,4
24,4
24,8
24,8
26,6
24,8
6,10
6,10
24,4
33,20
26,6
24,4
24,8
29,25
26,6
25,13
26,6
24,4
34,15
24,8
26,6
7,10
24,8
24,8
24,4
37,8
24,8
24,8
25,13
24,8
24,8
26,6
24,8
24,4
24,4
24,4
37,17
24,4
26,6
24,8
34,15
27,21
24,4
24,8
24,8
24,8
23,9
25,13
11,23
21,22
24,9
24,4
26,6
24,8
24,8
24,8
24,8
24,8
27,21
24,8
24,4
21,22
24,8
33,20
30,29
24,4
34,26
24,8
16,24
31,2
24,8
25,13
14,13
24,8
24,4
26,6
29,25
24,4
26,6
24,8
24,4
24,4
24,8
24,4
24,8
24,8
4,23
29,25
26,6
26,6
24,8
25,4
25,1
34,8
27,21
16,24
1,17
10,23
4,23
24,4
14,23
24,8
6,10
24,8
34,15
24,1
31,2
17,7
24,8
24,8
23,23
25,13
24,8
24,8
24,8
25,13
26,6
34,15
24,8
25,13
34,15
24,4
24,8
24,4
33,20
24,8
24,8
24,4
24,8
8,23
24,8
24,8
24,4
8,23
24,8
29,25
24,8
24,8
24,8
26,6
24,4
24,4
24,4
24,4
24,8
30,29
24,4
24,8
24,4
24,8
32,27
24,4
17,7
24,8
24,8
24,8
26,6
24,8
24,8
30,29
15,18
15,18
9,19
24,4
24,8
24,4
24,8
24,8
24,4
24,8
17,7
24,4
34,26
35,30
24,8
24,8
24,8
24,8
25,13
26,6
34,15
26,6
26,6
24,4
32,27
31,2
24,8
24,4
24,4
31,2
24,4
24,4
25,13
19,17
6,23
24,8
24,8
6,10
24,8
33,20
24,4
24,4
7,10
24,8
26,6
20,16
24,8
24,8
24,4
24,4
24,4
17,3
24,8
24,4
34,26
34,15
1,17
24,8
26,6
24,4
33,20
33,20
25,13
24,8
17,7
21,22
24,4
17,7
26,6
24,8
2,31
27,21
24,8
24,8
24,8
24,4
24,8
24,8
24,8
24,8
24,8
4,23
27,29
29,25
27,21
24,8
24,8
31,8
20,16
34,15
11,11
24,8
12,11
24,8
24,8
24,8
24,8
24,4
24,8
24,4
24,8
25,13
31,2
24,8
12,11
24,4
24,4
24,8
33,20
24,4
24,8
33,20
34,26
24,8
22,7
24,8
24,8
26,6
24,8
21,22
24,4
20,16
24,8
24,8
24,8
24,8
24,8
24,1
24,8
27,21
34,15
23,9
24,4
24,8
23,9
24,4
24,4
29,25
24,8
31,2
12,11
31,2
29,6
24,8
24,8
24,8
24,8
24,8
24,8
31,2
24,4
33,20
22,18
29,25
24,8
24,8
24,8
17,7
26,6
24,8
24,8
34,26
22,18
24,8
2,31
26,6
24,8
24,8
24,4
24,8
24,8
24,4
12,11
24,4
24,8
24,4
24,8
24,8
24,8
24,8
24,8
24,8
24,4
24,4
7,23
1,17
30,29
24,8
24,4
24,4
10,11
24,4
24,4
34,15
24,4
24,8
24,4
24,8
27,21
24,8
34,15
26,6
26,6
27,29
24,8
24,4
30,29
24,8
25,13
20,16
24,8
24,8
37,17
24,8
19,17
34,26
24,4
24,4
24,8
24,4
24,4
24,8
5,23
5,23
24,8
34,15
24,4
25,13
26,6
24,8
24,8
7,10
24,8
31,2
20,16
24,8
24,4
34,26
26,6
24,8
24,8
24,8
27,21
26,6
34,15
27,21
26,6
24,8
24,8
26,6
24,4
24,8
24,15
24,8
21,22
24,8
24,8
24,8
34,15
24,4
24,8
24,8
26,6
25,13
24,4
22,18
24,15
24,4
24,8
24,8
26,6
24,8
24,4
24,8
24,8
24,8
24,30
24,8
24,8
25,13
24,8
25,13
12,19
29,25
24,8
24,4
34,4
24,8
25,13
24,8
9,19
7,10
34,8
24,8
24,8
24,4
24,8
33,20
10,23
24,8
24,8
24,8
24,8
24,8
32,27
24,4
24,8
7,10
32,27
7,10
24,4
17,7
24,4
25,13
6,10
24,8
24,4
24,8
24,8
18,22
24,8
9,19
24,4
24,4
24,8
30,29
34,26
24,8
27,21
24,4
24,8
24,8
24,8
12,11
21,22
2,31
26,6
24,8
27,21
24,8
26,6
26,6
24,4
32,27
26,6
36,30
24,8
20,16
34,15
24,4
31,2
32,27
24,8
24,8
24,8
24,8
24,8
24,8
30,29
24,8
22,18
24,8
24,8
7,10
30,29
24,8
24,8
24,8
24,15
24,4
24,8
24,8
24,8
24,8
6,10
26,6
24,4
24,4
24,4
12,23
24,8
24,8
24,8
24,1
9,23
24,8
24,8
24,8
24,4
24,8
2,31
30,29
24,8
26,6
24,8
24,8
24,8
24,8
24,8
24,4
29,3
24,4
24,8
25,13
24,8
28,14
29,25
24,8
24,8
13,23
13,23
27,21
24,8
24,8
24,4
24,8
24,8
24,4
24,4
24,8
24,8
26,6
24,4
21,8
24,8
25,13
25,13
25,13
26,6
24,8
24,8
24,8
33,20
24,8
33,20
26,6
34,26
24,8
24,4
24,8
27,21
24,4
24,8
24,8
1,17
24,8
24,8
24,4
26,6
27,21
24,8
24,8
24,4
24,8
24,8
24,8
24,8
24,8
24,4
28,14
24,8
24,8
24,8
24,4
24,8
24,8
24,8
2,31
15,18
24,4
26,6
24,8
34,15
33,20
24,8
24,8
29,25
24,4
24,4
24,8
14,4
24,8
24,8
24,4
24,8
24,8
24,8
9,19
24,4
24,8
24,8
27,21
24,4
24,1
24,8
1,17
24,8
23,9
24,8
12,4
24,8
27,4
28,14
24,8
24,8
24,4
24,4
24,8
20,4
26,6
24,4
17,7
24,4
2,31
24,4
33,20
24,4
24,8
24,8
32,27
24,8
33,20
24,4
22,17
24,8
33,2
17,7
24,4
24,4
24,8
26,6
25,13
27,21
14,23
24,4
24,8
32,27
24,8
24,8
24,4
7,10
26,6
24,8
30,20
38,30
24,8
24,8
24,8
25,13
21,22
24,8
24,8
34,15
24,8
24,8
24,8
23,9
24,8
24,8
26,6
26,6
8,23
24,8
24,8
32,27
16,24
24,4
24,8
24,8
24,8
24,31
24,4
24,4
24,8
25,13
24,8
26,6
31,2
31,2
24,8
30,29
24,8
24,4
24,8
11,11
24,8
22,18
24,8
33,20
24,4
8,23
9,23
26,6
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,4
24,8
24,8
34,15
24,4
24,8
24,8
24,4
8,23
24,8
25,13
7,10
24,8
24,4
24,8
24,8
24,8
24,8
24,8
24,8
26,6
17,7
26,6
23,9
24,8
33,20
24,4
24,4
24,8
3,5
27,8
24,8
31,2
24,4
24,4
24,8
26,6
24,8
24,4
24,8
24,8
29,25
16,24
24,8
26,6
24,8
24,8
24,8
24,8
2,31
32,27
30,29
24,8
24,4
30,29
24,8
24,8
24,4
23,9
24,8
26,6
26,6
26,6
24,8
16,24
24,8
24,8
24,8
24,8
27,21
30,29
28,14
34,15
24,8
24,8
24,8
23,9
24,8
24,8
24,8
24,4
26,6
25,13
24,8
24,4
1,17
24,4
24,3
24,4
24,8
25,13
24,8
33,20
24,8
24,4
24,4
33,3
24,4
26,6
20,16
27,21
34,15
28,3
24,8
24,8
24,8
24,8
34,26
24,4
31,2
24,23
24,8
24,8
24,4
17,7
29,25
25,13
32,27
24,8
24,4
24,8
14,23
24,4
25,13
24,8
24,4
24,8
26,6
24,8
24,8
1,17
24,8
24,4
28,1
24,8
24,4
27,14
27,21
24,8
26,6
24,8
24,4
24,4
24,4
24,4
24,8
24,4
16,1
21,22
24,8
24,8
24,4
24,8
24,8
24,8
24,4
34,26
31,2
24,4
24,8
24,8
25,13
28,2
7,10
34,15
24,4
24,4
24,8
24,8
24,8
24,8
24,4
24,8
24,1
10,23
24,4
25,13
34,15
24,8
24,8
24,8
25,13
24,8
34,15
24,8
24,8
24,8
24,8
30,29
25,13
24,8
24,8
24,8
24,8
25,13
24,8
34,26
24,8
24,8
24,8
24,8
24,8
24,8
24,8
21,22
10,23
24,8
24,4
24,8
24,8
25,13
12,11
30,29
24,4
24,8
24,8
34,15
24,4
24,4
24,4
24,8
24,4
24,8
24,4
24,4
24,8
25,13
26,6
24,8
23,4
24,8
34,26
24,8
24,4
12,11
3,4
24,4
24,8
24,8
24,8
24,4
34,26
11,11
24,1
24,8
34,26
24,4
24,8
26,6
24,8
34,26
31,2
25,13
34,24
24,8
24,8
24,8
34,15
24,8
24,4
24,8
24,4
12,4
24,4
36,8
34,26
2,31
24,8
24,4
24,8
7,10
24,8
24,4
36,30
6,10
17,7
24,8
24,8
24,8
37,17
17,7
24,4
24,4
8,23
33,20
25,13
25,13
24,4
24,8
32,27
24,4
24,8
20,16
11,11
24,8
3,5
31,2
24,4
25,8
10,11
24,8
24,15
24,4
2,31
11,11
25,13
10,23
24,8
24,4
24,4
1,17
24,4
3,5
31,2
7,10
24,8
28,14
24,8
24,4
3,5
3,5
30,29
26,6
24,8
24,8
24,4
24,8
25,13
24,8
28,14
24,8
24,4
34,15
24,8
9,19
24,4
24,4
24,8
26,6
24,8
33,20
26,6
24,8
24,8
17,7
24,8
24,4
24,4
24,4
25,13
24,4
24,8
24,4
24,4
10,23
39,30
39,4
11,11
24,8
24,8
24,8
24,8
34,15
25,13
24,4
33,20
20,16
24,8
33,20
17,7
24,8
17,7
24,8
33,20
20,16
24,8
24,8
24,8
24,8
24,8
33,1
24,8
24,4
24,8
24,8
24,8
24,8
24,4
7,10
24,4
24,4
19,17
24,8
20,16
34,26
24,4
24,4
24,8
25,13
9,23
29,25
8,23
24,4
32,27
24,4
24,8
30,29
24,8
24,8
27,21
24,8
24,8
24,4
24,8
24,8
33,20
24,4
24,8
24,4
24,8
3,5
24,4
23,11
24,8
22,18
23,9
24,8
24,8
25,13
24,8
24,4
24,8
24,8
26,6
24,8
24,8
24,8
25,8
24,8
24,8
24,8
24,8
24,8
21,22
37,17
24,8
24,8
25,13
24,4
25,13
24,8
24,8
24,4
24,8
24,4
26,6
2,31
24,4
24,8
24,4
24,8
24,4
24,8
24,8
33,20
24,8
24,4
24,4
24,8
24,8
26,6
24,4
24,8
24,8
24,8
31,2
27,21
16,24
30,29
24,4
24,8
26,6
24,8
24,4
31,2
7,10
27,21
24,4
30,29
9,19
24,4
24,4
24,8
24,8
26,6
24,4
30,29
8,23
24,8
24,8
24,8
26,6
25,13
24,8
26,6
2,31
2,31
5,23
24,4
24,4
24,4
24,8
25,13
9,19
24,8
24,8
24,8
33,2
28,14
24,8
24,8
24,4
24,4
24,4
24,8
24,8
25,13
24,4
24,8
29,25
20,16
24,4
24,8
26,6
28,14
24,8
30,29
27,2
24,8
24,8
34,26
12,23
24,4
5,23
23,9
24,8
27,2
27,21
28,14
1,17
24,4
34,15
27,21
28,14
24,4
24,8
1,17
24,8
2,31
30,29
24,8
26,6
26,6
24,8
24,8
24,4
24,8
25,13
24,4
24,4
14,23
16,24
24,8
27,21
24,4
33,20
24,8
24,4
24,8
24,8
24,4
24,8
2,31
24,4
27,4
24,8
2,31
28,2
24,8
24,4
26,6
24,8
24,8
24,4
24,8
24,4
31,2
24,8
4,23
24,8
24,8
24,4
24,4
26,6
23,9
25,13
5,23
24,8
24,4
24,8
9,19
24,8
29,25
20,4
27,21
10,23
24,4
11,11
24,4
7,10
24,8
24,4
26,6
24,8
24,4
34,15
25,13
2,31
24,4
24,8
24,4
24,8
24,8
26,6
24,4
6,10
24,4
24,8
27,8
1,17
31,2
24,8
24,4
24,8
24,8
24,4
24,8
24,8
34,15
39,30
24,8
24,8
24,4
21,22
24,8
6,10
24,8
34,15
24,8
24,8
24,8
24,8
21,22
24,8
24,4
24,8
24,8
24,8
24,4
24,4
24,4
26,6
24,4
24,8
26,6
34,15
7,10
7,10
17,7
24,4
24,4
24,4
27,21
24,8
24,8
34,15
24,4
24,8
25,13
24,8
24,8
24,8
24,8
24,8
34,26
24,8
25,13
24,8
24,4
24,8
24,8
24,8
24,8
24,8
17,7
33,20
24,4
24,8
24,8
24,4
31,2
30,29
24,8
24,8
24,4
30,29
30,29
24,8
24,4
24,4
24,4
24,8
24,8
25,4
25,13
24,8
24,8
24,4
24,8
24,8
24,8
24,8
24,4
26,6
1,17
24,8
24,8
26,6
24,4
24,8
24,8
24,8
24,8
30,29
20,16
24,4
24,8
7,10
24,4
29,25
24,8
24,4
26,6
24,8
8,23
24,8
24,4
7,10
24,4
24,4
25,13
24,4
24,8
24,4
24,4
24,8
27,21
24,8
24,8
24,4
24,8
24,8
24,4
24,8
24,4
24,8
24,4
33,30
24,8
24,8
24,8
24,8
24,4
24,8
24,8
24,8
24,4
24,8
24,4
24,4
26,6
17,22
24,4
32,27
24,8
24,1
24,4
24,8
24,8
24,8
24,8
34,15
24,4
25,13
24,8
24,4
24,8
24,8
26,6
24,4
24,8
9,23
24,8
34,15
26,6
24,8
24,8
24,8
24,4
24,4
24,8
24,4
24,4
34,26
38,20
24,4
24,8
28,14
24,4
24,8
32,27
32,27
25,13
24,8
24,4
24,8
24,4
34,15
24,8
37,17
24,8
24,4
24,4
24,4
24,8
7,10
28,25
24,1
24,4
20,16
24,8
24,8
24,8
27,21
24,4
24,4
24,4
24,4
6,10
24,8
24,8
33,20
24,4
24,4
7,10
24,8
24,4
24,8
34,15
25,13
9,8
24,8
24,8
24,4
26,6
24,8
24,8
4,23
24,4
24,8
24,4
24,8
24,4
24,4
32,27
24,4
36,30
36,30
25,13
24,8
24,8
24,8
3,5
24,4
24,8
24,4
24,4
24,4
24,8
24,4
24,8
24,4
24,8
24,8
6,10
24,8
20,16
24,8
27,21
25,4
5,23
29,25
24,4
24,8
24,4
24,8
24,8
24,8
19,17
24,8
24,4
24,8
24,8
24,4
24,4
24,8
24,8
24,4
24,8
24,8
23,9
24,4
28,14
24,8
25,1
24,8
24,8
24,4
24,8
24,4
24,8
31,2
24,8
28,14
24,4
24,4
28,14
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,4
3,5
3,5
24,8
24,8
2,31
24,8
24,4
24,4
32,27
25,4
24,8
24,8
24,4
27,11
24,8
24,8
24,8
24,4
24,4
24,8
24,4
24,4
24,4
34,15
24,8
24,4
24,4
24,8
24,4
16,24
7,10
33,20
12,11
24,8
24,8
6,10
24,8
34,15
2,31
33,20
24,8
24,4
24,8
24,8
24,8
25,13
24,4
24,4
24,8
24,4
24,8
24,4
25,13
24,8
17,7
24,4
17,7
2,31
24,8
31,2
31,2
24,8
24,4
34,15
3,5
24,8
24,8
24,8
25,13
24,8
25,13
24,4
24,8
2,31
24,8
33,1
26,6
19,17
24,4
24,8
29,25
30,29
24,8
26,6
24,8
24,8
24,8
24,4
25,13
24,8
24,8
24,8
24,8
24,4
24,4
24,4
21,16
24,4
21,22
24,8
31,2
24,8
24,8
24,8
31,2
24,8
24,8
24,8
24,8
24,8
34,15
34,26
24,8
24,8
6,10
24,8
24,4
24,4
28,4
26,6
24,4
17,7
25,13
24,4
24,8
24,4
22,18
26,6
24,8
24,8
30,29
25,13
24,4
24,4
24,8
2,31
24,8
24,8
24,4
24,4
26,6
17,7
29,25
24,8
19,17
19,17
17,7
24,8
24,8
17,7
24,8
24,8
24,8
24,8
24,8
24,8
24,4
5,23
24,8
24,8
24,8
24,4
24,4
24,4
31,2
9,23
29,25
24,8
24,8
24,4
24,4
36,30
18,22
24,8
24,8
24,8
24,8
24,8
24,4
24,8
24,8
34,15
8,23
9,19
24,8
24,8
30,29
24,8
24,8
1,30
24,8
24,8
24,8
24,1
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,4
24,8
24,1
24,4
24,8
24,8
34,15
7,10
24,8
24,8
7,10
25,13
24,8
24,8
24,4
26,6
24,4
24,23
24,4
11,23
24,4
24,4
24,8
24,4
24,8
24,8
12,11
34,15
29,25
24,8
24,8
12,11
26,6
24,8
26,6
26,6
24,8
24,8
33,20
24,8
24,4
24,4
24,8
24,8
24,4
25,13
25,13
38,30
24,8
24,8
24,4
24,4
22,18
24,8
26,6
24,8
24,4
24,4
24,4
26,6
12,11
10,11
24,8
24,8
25,13
24,8
24,8
28,14
26,6
26,6
24,8
24,8
24,8
26,6
24,8
24,6
24,8
24,8
4,23
24,8
24,4
24,8
24,8
29,8
26,6
24,1
24,4
26,6
16,24
24,8
24,4
24,8
24,4
11,11
23,9
29,25
28,14
26,6
34,15
22,18
24,1
24,8
24,4
24,8
30,29
24,8
24,4
24,4
24,4
34,15
24,8
27,21
24,8
21,22
26,6
24,4
24,8
24,8
27,21
2,31
24,8
24,8
11,11
24,8
24,4
24,8
20,16
20,16
12,11
24,4
24,4
32,27
24,8
24,8
24,8
30,29
24,8
25,13
24,8
34,15
24,4
27,21
24,8
24,8
26,6
20,8
24,8
29,21
24,8
33,20
24,8
17,7
24,4
24,8
28,20
29,20
33,20
25,13
24,4
25,13
34,15
18,22
24,8
24,8
24,8
24,8
24,8
18,22
24,4
24,4
34,15
22,23
24,8
20,16
25,13
24,4
24,37
24,4
24,4
17,7
24,8
24,4
24,8
24,4
24,8
29,25
25,13
34,15
29,25
26,6
24,4
25,13
24,8
24,4
24,4
24,4
24,4
16,24
24,8
24,8
24,8
24,4
33,20
24,8
11,11
24,8
24,4
24,8
24,8
24,4
30,29
24,8
9,23
24,4
24,8
24,8
24,8
25,13
24,8
24,8
24,8
2,31
24,8
25,13
24,8
24,8
24,4
24,4
25,13
33,20
24,8
27,6
24,8
24,4
24,8
32,27
2,31
24,8
24,4
32,27
24,8
24,8
32,27
24,27
24,8
24,8
24,4
24,4
24,4
24,8
18,22
19,17
24,4
24,4
24,8
24,4
24,4
24,8
24,8
24,4
24,8
24,4
24,8
35,30
31,2
33,4
24,8
24,8
24,8
24,8
24,4
24,8
24,8
25,1
24,8
24,8
24,8
26,6
2,31
10,23
37,17
24,8
25,13
29,25
24,8
24,8
24,8
34,15
24,8
24,8
24,8
24,8
16,24
24,8
24,8
24,8
24,8
24,8
24,8
24,4
33,25
24,8
2,31
24,8
25,13
33,20
24,4
24,4
27,21
24,8
24,8
24,8
30,29
10,11
24,8
12,11
24,4
24,8
34,15
24,8
27,21
24,4
24,8
24,8
24,30
24,8
24,8
24,4
29,25
34,15
32,27
24,8
24,8
24,8
34,15
24,8
23,9
24,8
24,8
24,4
24,8
24,4
24,8
2,31
24,8
31,2
17,7
30,29
24,8
24,4
24,8
34,26
24,8
12,11
2,31
24,4
24,8
24,4
26,6
24,8
26,6
24,4
33,20
24,4
11,23
24,8
24,8
27,21
33,20
24,8
24,8
24,31
24,8
24,4
24,8
24,4
24,8
24,8
33,20
24,4
26,6
2,31
24,8
24,8
25,13
24,8
24,8
26,6
34,15
26,6
31,2
24,4
34,15
24,8
1,17
24,8
25,13
25,13
3,5
34,26
24,8
24,4
33,20
17,8
24,8
24,8
24,8
24,8
24,8
24,8
34,26
20,16
24,8
24,8
24,4
24,8
22,18
24,4
34,26
25,13
24,8
24,8
24,4
3,5
24,8
24,4
24,8
24,8
24,8
24,4
24,8
33,20
24,4
24,8
24,8
24,4
24,8
24,4
26,6
24,8
24,8
24,8
24,8
29,25
39,30
24,8
32,27
24,4
12,11
24,8
34,26
26,6
24,4
26,6
3,5
24,4
20,16
24,4
24,4
24,4
24,8
24,4
24,8
22,18
24,4
24,8
24,8
22,18
24,8
26,6
25,13
24,8
24,8
24,8
15,18
24,4
24,4
24,2
24,4
24,8
14,23
34,26
7,10
28,14
2,31
24,4
24,8
24,8
24,4
24,8
25,13
24,8
26,6
24,4
24,4
24,8
24,8
25,13
24,4
25,13
24,4
24,4
6,10
24,8
24,8
24,8
21,22
24,8
24,4
27,4
24,8
24,4
24,8
24,8
24,4
24,8
37,17
24,8
34,26
24,8
20,16
11,11
20,16
24,8
25,13
22,4
24,4
9,19
6,10
24,8
24,8
24,4
21,22
22,18
24,4
24,4
24,8
16,24
25,13
24,8
6,10
24,8
24,8
22,4
24,8
24,8
32,27
24,4
26,6
26,6
25,13
24,8
24,8
24,4
34,15
34,15
24,8
27,21
24,8
23,9
24,8
24,4
24,4
31,2
34,15
33,20
24,4
26,6
24,8
25,13
24,8
24,8
31,2
26,6
26,6
25,13
34,26
24,8
24,8
18,22
33,20
25,13
30,8
24,8
24,8
24,8
34,15
24,8
24,8
24,8
29,25
24,4
14,23
24,8
24,4
15,18
24,8
9,23
26,6
24,4
24,8
26,6
25,38
16,24
24,8
24,8
24,8
24,8
24,8
24,8
27,21
10,23
25,13
34,15
24,8
24,8
24,8
9,19
24,8
24,8
7,10
24,4
29,25
26,6
29,25
17,7
26,6
24,8
24,8
24,8
26,6
24,4
24,4
26,6
24,4
24,4
9,19
34,15
24,4
26,6
24,8
24,8
24,8
7,10
16,24
25,13
24,8
24,4
24,8
34,26
7,10
24,4
24,8
24,8
9,23
30,29
30,29
27,8
24,4
24,8
26,6
12,11
24,8
24,4
24,4
24,8
26,6
24,4
24,4
10,23
24,8
22,18
24,8
25,13
27,21
24,4
24,4
24,8
24,4
24,8
24,8
24,8
24,4
24,8
3,5
24,8
26,6
12,11
34,15
24,8
24,4
24,4
9,19
24,4
9,19
26,6
16,24
24,8
34,15
34,15
24,8
24,8
24,8
24,8
24,4
24,8
24,8
24,8
24,8
24,8
34,15
21,22
24,8
24,8
10,23
24,8
24,8
16,24
28,25
17,7
24,4
9,19
24,4
34,26
24,8
24,8
24,8
24,4
24,8
15,8
24,4
24,8
24,8
27,21
24,4
24,4
24,8
24,4
2,31
24,8
24,4
34,15
26,6
24,8
24,8
24,8
24,8
24,8
24,8
5,23
33,20
24,4
31,2
24,8
24,4
21,22
29,25
10,23
24,8
24,8
26,6
24,4
16,24
30,29
2,31
2,31
24,8
24,4
24,8
24,4
24,8
25,13
24,8
20,16
33,20
24,4
1,17
24,4
30,29
26,6
32,27
24,8
25,13
22,18
22,18
25,13
19,22
24,8
10,23
25,13
24,8
24,4
24,4
24,8
24,8
7,10
26,6
7,10
24,8
34,15
24,8
24,4
24,8
34,26
24,8
26,6
24,8
24,8
32,27
24,4
24,4
24,8
24,8
24,8
37,17
20,16
24,4
24,4
24,8
24,4
24,8
26,6
26,6
26,6
24,8
20,16
29,25
24,4
17,7
24,8
24,4
24,8
24,8
32,27
24,4
24,8
24,8
24,8
27,21
24,8
24,8
22,18
26,6
20,16
24,4
24,8
24,8
25,4
24,8
24,8
24,8
13,23
22,18
24,8
34,15
24,8
24,4
24,8
24,8
24,8
24,8
24,4
24,8
2,8
24,8
24,8
24,4
24,4
27,21
24,8
24,4
31,8
34,15
24,4
24,8
24,4
24,4
24,8
24,8
24,4
24,8
24,8
24,8
24,8
24,4
24,4
24,4
24,4
26,6
24,4
34,15
18,22
24,4
26,6
24,8
24,8
24,4
17,7
24,8
24,4
24,8
24,8
24,4
10,23
24,8
24,8
28,14
24,8
34,26
12,11
24,8
30,29
24,8
26,6
24,8
24,4
24,4
24,8
25,4
26,6
24,4
24,8
26,6
26,6
24,8
24,8
33,20
24,8
24,8
24,8
24,4
24,8
24,8
24,8
24,4
24,4
24,4
24,8
34,15
24,8
24,8
24,8
24,8
24,8
3,5
24,8
24,4
24,8
24,4
26,6
24,4
24,4
29,25
24,8
24,8
24,4
22,18
26,6
24,4
24,4
24,4
6,10
18,22
24,8
24,4
25,13
39,30
25,13
24,8
24,8
2,31
24,4
32,27
24,8
24,8
24,8
24,8
24,8
27,21
21,22
2,31
2,31
27,21
20,16
14,23
34,15
24,8
24,4
24,8
24,8
34,15
32,2
32,2
24,8
25,8
24,4
24,1
33,20
24,4
24,4
27,4
24,4
24,4
18,22
17,7
24,8
24,4
24,4
12,11
31,2
24,8
21,22
27,21
24,8
24,8
24,8
24,8
17,7
16,24
12,11
23,9
24,4
24,8
24,4
24,8
24,4
24,4
24,4
27,25
24,8
24,8
34,15
24,4
34,15
24,4
24,8
24,8
24,4
34,15
34,26
24,8
24,4
24,8
26,6
24,4
24,8
24,4
26,6
24,8
24,8
24,4
24,8
2,31
24,8
11,11
24,8
24,8
24,8
24,8
24,8
15,18
24,4
24,4
24,8
24,8
24,4
25,13
25,13
32,27
24,8
24,8
24,4
21,22
24,4
24,8
24,4
24,8
24,4
24,8
24,4
24,4
26,6
24,8
24,8
34,15
24,8
34,26
32,27
24,8
24,4
24,8
24,4
26,6
24,8
6,10
30,29
24,4
24,8
